county,city,state,zip_code,model_year,make,model,ev_type,cafv_type,electric_range,legislative_district,electric_utility,Electric_Range_MinMax,Model_Year_ZScore,Range_Category
King,Bothell,WA,98011.0,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Shoreline,WA,98133.0,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Renton,WA,98056.0,2024,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,37.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.13310580204778158,0.5904667055943594,Short
Jefferson,Port Townsend,WA,98368.0,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,24.0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,0.11262798634812286,0.2707985792660235,Short
King,Kirkland,WA,98034.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.29692832764505117,-2.2865464313606636,Medium
King,Kirkland,WA,98034.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Bothell,WA,98011.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
Kitsap,Bremerton,WA,98312.0,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,35.0,PUGET SOUND ENERGY INC,0.18088737201365188,-1.9668783050323277,Medium
King,Seattle,WA,98144.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,37.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,-0.36853767339064825,Unknown/Not Researched
King,Kirkland,WA,98034.0,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Seattle,WA,98125.0,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,46.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.11262798634812286,-1.3275420523756558,Short
King,Kirkland,WA,98033.0,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
King,Shoreline,WA,98177.0,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,-0.36853767339064825,Unknown/Not Researched
King,Bellevue,WA,98004.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Federal Way,WA,98023.0,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,30.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Clyde Hill,WA,98004.0,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Issaquah,WA,98029.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,5.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.7337883959044369,-1.3275420523756558,Long
King,Kirkland,WA,98034.0,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Bellevue,WA,98007.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Kirkland,WA,98033.0,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
Clark,Vancouver,WA,98684.0,2025,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,17.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Redmond,WA,98052.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Bothell,WA,98011.0,2022,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,1.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.14334470989761092,-0.04886954706231235,Short
King,Seattle,WA,98112.0,2026,VOLVO,EX30,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
Yakima,Union Gap,WA,98903.0,2017,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,15.0,PACIFICORP,0.29692832764505117,-1.647210178703992,Medium
King,Kirkland,WA,98033.0,2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
Snohomish,Snohomish,WA,98290.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44.0,PUGET SOUND ENERGY INC,0.0,0.2707985792660235,Unknown/Not Researched
King,Auburn,WA,98092.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Issaquah,WA,98027.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,5.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
Clark,Vancouver,WA,98685.0,2025,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,49.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,0.9101348319226953,Unknown/Not Researched
Okanogan,Omak,WA,98841.0,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,7.0,PUD NO 1 OF OKANOGAN COUNTY,0.08873720136518772,0.5904667055943594,Short
Clark,Vancouver,WA,98664.0,2025,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,49.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Bellevue,WA,98008.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.18088737201365188,-1.647210178703992,Medium
Kitsap,Bainbridge Island,WA,98110.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,23.0,PUGET SOUND ENERGY INC,0.8122866894197952,-1.00787392604732,Long
King,Seattle,WA,98116.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,34.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Kirkland,WA,98033.0,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
Clark,Vancouver,WA,98686.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,17.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.9078498293515358,-0.6882057997189841,Long
King,Bellevue,WA,98007.0,2025,NISSAN,ARIYA MPV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Seattle,WA,98125.0,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,46.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.9863481228668942,-1.00787392604732,Long
King,Shoreline,WA,98155.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,32.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.5085324232081911,-0.6882057997189841,Medium
King,Seattle,WA,98102.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Bellevue,WA,98006.0,2026,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Seattle,WA,98112.0,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Seattle,WA,98125.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,46.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.9863481228668942,-0.6882057997189841,Long
King,Issaquah,WA,98027.0,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,5.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
Clark,Vancouver,WA,98683.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,-0.36853767339064825,Unknown/Not Researched
King,Kent,WA,98030.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Issaquah,WA,98029.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,5.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
King,Kirkland,WA,98033.0,2026,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.1296928327645051,1.2298029582510313,Short
King,Kirkland,WA,98034.0,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
King,Seattle,WA,98112.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,37.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Redmond,WA,98052.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
Jefferson,Port Hadlock,WA,98339.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24.0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,0.0,-0.04886954706231235,Unknown/Not Researched
King,Seattle,WA,98122.0,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,37.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.1296928327645051,-2.6062145576889995,Short
Jefferson,Port Townsend,WA,98368.0,2026,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24.0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,0.0,1.2298029582510313,Unknown/Not Researched
Snohomish,Mukilteo,WA,98275.0,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,21.0,PUGET SOUND ENERGY INC,0.6825938566552902,-1.9668783050323277,Long
King,Bellevue,WA,98005.0,2023,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.06825938566552901,0.2707985792660235,Short
Clark,Battle Ground,WA,98604.0,2025,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,0.9101348319226953,Unknown/Not Researched
Thurston,Olympia,WA,98501.0,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22.0,PUGET SOUND ENERGY INC,0.0,-0.36853767339064825,Unknown/Not Researched
King,Seattle,WA,98125.0,2025,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Bellevue,WA,98008.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Seattle,WA,98101.0,2024,BMW,I5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
King,Kirkland,WA,98034.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.9078498293515358,-0.6882057997189841,Long
King,Seattle,WA,98133.0,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,32.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.1296928327645051,0.2707985792660235,Short
Clark,Vancouver,WA,98662.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,17.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Kirkland,WA,98033.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.7337883959044369,-1.3275420523756558,Long
Clark,Vancouver,WA,98662.0,2025,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,17.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.12627986348122866,0.9101348319226953,Short
King,Kent,WA,98031.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,47.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.7337883959044369,-1.3275420523756558,Long
King,Seattle,WA,98177.0,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,36.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Bellevue,WA,98008.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
King,Kirkland,WA,98033.0,2024,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
King,Seattle,WA,98108.0,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
Clark,Vancouver,WA,98682.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,17.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,1.2298029582510313,Unknown/Not Researched
Clark,Battle Ground,WA,98604.0,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,0.9101348319226953,Unknown/Not Researched
King,Kirkland,WA,98034.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Bothell,WA,98011.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,1.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.9931740614334471,-0.6882057997189841,Long
Clark,Vancouver,WA,98685.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,18.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),1.0,-0.6882057997189841,Long
Kitsap,Bainbridge Island,WA,98110.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,23.0,PUGET SOUND ENERGY INC,0.8122866894197952,-1.00787392604732,Long
King,Seattle,WA,98101.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Bellevue,WA,98004.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.36853767339064825,Unknown/Not Researched
King,Bothell,WA,98011.0,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.36853767339064825,Unknown/Not Researched
King,Kirkland,WA,98034.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,1.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.7337883959044369,-1.3275420523756558,Long
Snohomish,Bothell,WA,98021.0,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,1.0,PUGET SOUND ENERGY INC,0.10238907849829351,-0.36853767339064825,Short
Kitsap,Bainbridge Island,WA,98110.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23.0,PUGET SOUND ENERGY INC,0.0,-0.36853767339064825,Unknown/Not Researched
Snohomish,Lynnwood,WA,98087.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,21.0,PUGET SOUND ENERGY INC,0.8498293515358362,-1.3275420523756558,Long
Clark,Vancouver,WA,98660.0,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,49.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,-0.36853767339064825,Unknown/Not Researched
King,Kirkland,WA,98033.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
King,Seattle,WA,98107.0,2022,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,36.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Bellevue,WA,98006.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
Kitsap,Kingston,WA,98346.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,23.0,PUGET SOUND ENERGY INC,0.7337883959044369,-1.3275420523756558,Long
King,Kent,WA,98042.0,2026,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Kirkland,WA,98033.0,2026,BMW,M5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.08532423208191127,1.2298029582510313,Short
King,Bellevue,WA,98005.0,2025,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.9101348319226953,Unknown/Not Researched
Kitsap,Poulsbo,WA,98370.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,23.0,PUGET SOUND ENERGY INC,0.7098976109215017,-2.9258826840173353,Long
King,Auburn,WA,98092.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,47.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.07167235494880546,0.2707985792660235,Short
Clark,Vancouver,WA,98686.0,2026,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,49.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Kirkland,WA,98033.0,2024,NISSAN,ARIYA HATCHBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
King,Bellevue,WA,98008.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.10238907849829351,0.2707985792660235,Short
King,Kirkland,WA,98033.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.7337883959044369,-1.3275420523756558,Long
King,Sammamish,WA,98075.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Bellevue,WA,98006.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,1.2298029582510313,Unknown/Not Researched
King,Renton,WA,98055.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,33.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,-0.36853767339064825,Unknown/Not Researched
Clark,Vancouver,WA,98683.0,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Redmond,WA,98052.0,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
King,Seattle,WA,98144.0,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,37.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,-0.04886954706231235,Unknown/Not Researched
King,Bellevue,WA,98004.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),0.0,0.2707985792660235,Unknown/Not Researched
King,Burien,WA,98146.0,2024,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,34.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),0.0,0.5904667055943594,Unknown/Not Researched
